Korean,Spanish
이번은,Esta vez
죽으러,Morir
생각하는거,Pensamiento
장담하건대,lo aseguro
곡은,La canción
돼지처럼,Como un cerdo
하시던,Orientado
니네가,Nordeste
서게,Grito
전장의,Campo de batalla
있더라구요,Había
지루하게,Enferosamente
여봐요,Oye
소나,sonar
원하지도,Mapa
않는다네,No
권력이,Energía
mg,mg
대중,público
샤론씨,Sr. Sharon
음악의,Música
들어와야,Tengo que entrar
옛날처럼,Como los viejos tiempos
형광등,Lámpara fluorescente
자살한,Suicida
필요하니,lo necesito
것들요,Cosas
약물은,La droga es
광산에서,En el mío
온라인으로,En línea
bone,hueso
질병에,En la enfermedad
가능한데,Es posible
흉내,mimetismo
어릴적,Infancia
욕하는거지,Jurar
때문은,Porque
사람중에,Entre la gente
수사에,En la investigación
전체적으로,general
떳떳하게,Bien
그랜트,Otorgar
검이,Espada
궁전은,El Palacio
킬러가,Asesino
좋겠습니다,Espero
정보원,Fuente de información
선생님은요,Maestro
해주신다면,Si lo haces
상세한,detallado
보다가,Mirándolo
전재산을,Toda la propiedad
찍어서,Por
맛난,Sabroso
타디스에서,En Tadis
잔다고,Dormido
닌자,Ninja
snowman,muñeco de nieve
맞았을,Debe haber sido correcto
장례식을,El funeral
거기에다,Ahí
다니엘스는,Daniels
피셔가,Pescador
시술,Cirugía
에디는,Eddie
작자,Escritor
거리로,A lo lejos
줘야죠,Tengo que darlo
달리면서,Mientras corre
어려서부터,Desde la niñez
잘가라,adiós
아빠요,Papá
말아줘요,Por favor roda
전화번호가,Número de teléfono
모두와,Todo el mundo
스타니스가,Stanis
brains,sesos
비웠어,Vacío
잠가요,Dormir
일이라구요,Es trabajo
진정하십시오,Calma
flash,destello
켄,Conocido
임무지,Misión
가능성에,A la posibilidad
연락처,Contacto
영역이,Área
州,Estado
nod,asentir
굴과,Ostra y
손님들,Huéspedes
맞았습니다,Estuvo bien
보는군,Espectador
여관에서,En la posada
gloucester,Gloucester
본적은,Esto es
만들었을,Hazlo
모르겠습니다만,No sé
잘해줘,Hacer bien
칠십,setenta
타이,Corbata
만나실,Reunión
고담의,Gotham
snaps,chasquido
세를,Tres
만들어줘,Hazme
밝혀,Reveló
고립된,Aislado
승부,Juego
학장,decano
제임스는,Jaime
버드,Aves
눈사람,muñeco de nieve
워털루,Waterloo
곳이기도,También
투여를,Dosis
증언에,En el testimonio
병균이,Gérmenes
떠야,Necesito flotar
장모님,suegra
적수가,Enemigo
향상,Mejorando
선물이지,Es un regalo
비교가,Comparación
전화기도,Oración telefónica
검토해,Revisar
다가와요,Venir
빌려서,Tomar prestado
통할,Paso
싸운다고,Lucha
장신구는,Joyas
진드기,Pizca
의사로서의,Médico
민트,menta
나뿐이야,Solo yo
직장으로,Como un trabajo
보여줘야지,Tengo que mostrarte
블라디미르,Vladimir
준비하러,Preparar
고맙기도,Gracias
나왔으니,Salió
장소도,Ubicación
알렉스와,Alex y
영향력을,Influencia
약속하세요,Promesa
하신다고,Tu dices
그만뒀어,Lo dejo
죽었을지도,Tal vez estaba muerto
노동을,Mano de obra
생각들,Pensamientos
비정상적인,anormal
개흉술을,Disciplina
결론,conclusión
니키를,Níquy
따끔할,Hormigueo
어디에서나,Donde quiera que
요원의,Agente
대중의,Masivo
난실이,Nan -il
취했을,Me hubiera bebido
대단하구나,Es asombroso
잘해야,a lo mejor
마츠오카,Matsuoka
진짜지,Real
날들을,Días
도마뱀,lagarto
흡인,absorción
특별해요,Especial
줄리를,Julie
같은가,Lo mismo
struck,golpeado
얼래,Trapo
두통,dolor de cabeza
강해져야,Sé fuerte
때였죠,Era hora
셰인이,Shane
있겠구나,debo ser
이랑,con
말했듯,Como ya he dicho
때문이라고요,Porque
지시로,Instructor
걸게요,Iré
명심해요,Tenga en cuenta
간호사도,Enfermero
베일리랑,Muralla exterior
fellow,Compañero
전통은,Tradicion
tight,apretado
유난히,Extraordinariamente
낫거든,Mejor
부러우니까,Te envidio
전차를,Tanque
바텐더,barman
trading,Comercio
언제였지,Cuando fue
총알도,Bala
솜씨는,Experto
꿰뚫어,Penetrar
무리하지,No forzado
얘기했잖아요,Te dije
베를린에,Berlina
되며,Ser
나였으면,Si fuera yo
무화가,Higo
추리,Razonamiento
이러다간,De esta manera
가둬,Trampa
빵은,Pan de molde
침입자는,Intrusters
핀이랑,Pin y
자네라고,Tu dices
알버트,Albert
물린,Morder
떨려,temblar
수면제를,Pastillas para dormir
찾았대요,Lo encontré
보도,acera
요원들,Agentes
picking,cosecha
병원도,Hospital
밴을,camioneta
동맹,Alianza
크로마티가,Cromatiga
연속으로,En una fila
지자기,Geomagnético
교도소를,Prisión
소다수,soda
가운을,Vestido
enormous,Enorme
이새끼야,이새 끼야
다니죠,Voy
자살하는,Suicida
지글,Chisporrotear
먹었습니다,Comió
받아들인,Aceptado
순간으로,En el momento
safeguards,Salvaguardia
아니잖나,No
리디아,Lydia
가지란,Berenjena
하는것도,Que hacer
전차에,En el tanque
다스릴,Regla
늦었다고,Ya es tarde
벅찬,Agobiante
안됐지,No hecho
눈빛,una mirada
내버려두라고,Déjalo
울기만,Llorando
살았다는,Vivir
나찌,nazi
남자라는,Hombre
pure,puro
관찰,observar
썰어,Rodaja
말할거야,te diré
써서라도,Incluso escribiendo
델타,delta
두려워해요,Me temo que
옳은지,Es correcto
열한,once
필요하거든요,lo necesito
전하지,Convexo
항공기,aeronave
나지만,Yo pero
걸렸지만,me atraparon
주워,Levantar
격납고,hangar
마주치는,Encontrado
저한테도,Para mi también
되겠냐,Lo será
씻기,Lavado
은희,Eunhee
바늘과,La aguja y
애완동물,Mascotas
요리사를,El cocinero
도와주게,Ayúdame
들어가거라,Entra
sorted,ordenado
알아봤는데,Lo descubrí
바친,Dedicado
묘지를,Cementerio
참석해,Asistir
대가리를,Cabeza
요소를,Elemento
이걸론,Esta teoría
떠나는데,me voy
조용히들,En silencio
있었다니,Había
에바는,Eva es
조심하렴,Ten cuidado
테일러가,Taylor
reflection,Reflexión
하더라구,Lo hice
부족,falta
지불해야,Tienes que pagar
해야겠죠,Yo debería
약점,Debilidad
관통한,Penetrante
메뉴는,El menú
되라는,Ser - estar
해석,Traducir
그러는게,Que
이놈들이,Estos chicos
graves,tumbas
놓으라니까,Porque
축하하기,Felicidades
맬,Masculino
loads,cargas
못됐다,Miserable
여기있었네,Había aquí
처음이다,Primero
있으니깐요,Porque hay
칸의,Kan
종소리,toque de difuntos
사항,asuntos
scientist,científico
질병으로,Por enfermedad
붙었다,Atascado
부케,ramo
남자친구와,Con novio
봉쇄,bloqueo
소식이라도,Incluso las noticias
잡음이,Ruido
사장님께,Al jefe
구한다고,Ahorrar
가정부,ama de casa
착해,Bondad
그딴식으로,De esa manera
편이라,Lado
늦출,Demora
기준으로,Establecido
accident,Accidente
unit,unidad
시켜요,Déjame
unsafe,inseguro
차원에서,En la dimensión
있으리라,Estarán
falls,Caídas
알아봐야지,Necesito averiguarlo
jar,frasco
나부터,De mi parte
뽑아야,Tengo que recogerlo
당직,puesto de fiesta
쌓는,Acumulado
근사해요,Es genial
외상값,Trauma
조국의,Patria
올라오세요,Sube
달랐죠,Era diferente
울었어요,lloré
미안요,Lo siento
나왔나,¿Está fuera?
죽이겠지,te mataré
한번쯤,Al menos una vez
아델이,Adel
비만,obesidad
납치해서,Secuestrado
체다,Química
가려구요,Me voy a ir
잘해보려고,Hacerlo bien
필요하세요,Necesitar
검으로,Con una espada
모니터가,Monitor
새들도,Pájaros también
오잖아,Venir
지어진,Construido
왜인지,Por qué
오하이오,Ohio
열렸다,Abrió
invitation,Invitación
가진거,Tener
vicious,vicioso
주정뱅이,Alcohólico
돌아가셨고,Murió
속였어요,Fui engañado
이사회에,A la junta directiva
소문난,Rumorado
lied,MINTIÓ
놀았어,Yo jugué
들었다면,Si escuchas
약속한다,Promesa
눈감아,Cierra tus ojos
샴푸,champú
있을지는,Si existe
말했었어,Yo dije
pasta,pasta
신부는,La novia es
구분할,Distinguido
일가의,Familia
감정적,Emocional
male,masculino
재미있었어,Fue divertido
아쉽게도,Desafortunadamente
거냐구요,Lo es
잘못한거,Equivocado
고려,Consideración
세명이,Tres personas
피난시켜,Evacuado
거실,sala de estar
철저한,exhaustivo
불가능하지,No imposible
apply,Aplicar
deceased,fallecido
recently,Recientemente
먹읍시다,Comamos
임명,cita
위치한,Situado
노예상을,Premio esclavo
갚을게요,te devolveré el dinero
나사로,Hilo
손바닥을,Palmera
조던,Jordán
다리의,Legal
망치기,Ruina
노라,Nora
reasons,RAZONES
입술을,Labios
거스,Gus
해서도,Asi que
솔직하지,Honesto
주었죠,te di
하나였어요,Era uno
김정은은,Kim Jong -un
엿같은,Maldito
dan을,dan
찾아보죠,Búscalo
실험용,Experimental
꿈이라고,Sueño
지나쳤어,Pasado por alto
머리요,Cabeza
스카이라크씨,Skyrak
동료와,Con un colega
상위,diferencia
백혈구,leucocito
얘기잖아요,Es de eso
이름조차,Nombramiento
해안에,En la costa
식사도,Comida
부러뜨릴,Romper
잘됬네,Bueno
났나요,Lo es
잊어버렸어요,Me olvidé
있으시다면,Si usted es
도파민,Dopamina
용기도,Coraje
단어로,En palabras
느끼실,Sentir
로체,Roche
깊숙한,Profundamente
사라져서,Desaparecer
아플거야,Estará enfermo
한푼도,Una moneda de diez centavos
말해두지만,te digo
못들었어,No pude escucharlo
렁,Alfombra
모르시겠죠,Puede que no sepa
시도라도,Incluso si lo intentas
지났지만,Aunque
찾고있는,Buscando
전문의가,Especialista
바이탈도,Vital
잡으려,Atrapar
부르는데,Yo lo llamo
양수가,Amnistía
난그냥,Sólo soy
앤지,Angular
멀리는,Lejos
우선은,primero
감정으로,Emoción
조스트,Jota
아이리스를,Iris
지켜주지,No proteger
한잔만,Solo una taza
베일리요,Muralla exterior
stage,Escenario
해보자구,Vamos a intentarlo
아저씨와,Tío con
가봐야겠다,tengo que ir
좋아했거든,me gustó
따님께,A la hija
것에도,Incluso
목적지는,Destino
깨어났을,Despierta
표본,muestra
사실이죠,Es verdad
안면이,Saga
fashion,Moda
머릿속으로,En mi cabeza
둬서,En
상의를,Consulta
노숙자를,Sin hogar
요원님이,Agente
만니톨,Manitol
수년이,Muchos años
뻔하죠,Es obvio
것이지만,A pesar de que
쫓겨,Golpeado
총이나,Pistola
일상이,Todos los días
과장이야,Exagerado
삼촌과,Tío
침팬지,chimpancé
포털을,Portal
히다카,Hidaka
고맙지,Gracias
후룩,Futón
표현은,La expresión es
환자에게는,Para pacientes
이용하면,Cuando se utilizan
멀게,Lejos
잘려진,Corte
분노의,Enfado
설계도,Plano
성부,parte
이상한게,Extrañamente
컴퓨터는,Ordenadores
잊었군,Te olvidaste
투입,aporte
안겨,Testarudo
똥오줌,heces y orina
화장실로,Al baño
별것,Separado
약으로,Medicamento
뛰어나,Excelente
맞을지,¿Es correcto?
살아야죠,Tengo que vivir
사샤가,Sasha
비밀번호가,Clave
바라진,Deseado
있을줄,Hay
모가지,Padre
정신없는,Loca
구했고,Yo guarde
spring,Primavera
않은게,No
겠군요,Espero
들렀어,Me detuve
방향에,En la dirección
인도의,indio
독일군,Alemanes
관찰하고,Observar
안끝났어,No ha terminado
여분의,extra
하든가,Si se trata de
집어치워요,Levantar
ties,corbatas
죗값을,El precio
치른,Bien recibido
sweetheart,Cariño
이상이죠,Es ideal
영혼에,Alma
마님이,Madami
늦었으니,Ya es tarde
murphy,Murphy
폭발물이,Explosivo
태어나기도,Nacimiento
남자에겐,Para los hombres
죽고싶어,quiero morirme
같은데서,En el mismo
특별해,Especial
tend,tender
르노의,Renault
수천의,Miles de
광대하고,Enorme
금지돼,Prohibido
컬버,Rizo
modesto,modesto
드시겠습니까,Quieres comer
나오겠지,Saldrá
dwarf,enano
어째서죠,Por qué eres
감사한,Agradecido
생겼다는,Asombrado
공범이,Cómplice
사냥도,Caza
있었더라면,Si hubiera
쫓겨나게,Impulsado
바쁘니까,Estoy ocupado
지출,gasto
상황이라고,Situación
그레타,Greta
새롭고,Nuevo
구미가,Gumi
코브라,cobra
노래로,Por canción
자매의,Hermana
저로서는,Para mi
낸다고,lo tengo
즐겨라,Disfrutar
그것마저,Incluso eso
얘기해도,Incluso si hablas
섹스랑,Sexo
확인해야겠어,Necesito comprobar
출입을,Entrar
물이나,Agua o
똑딱,Marcar
레스트레이드,Reaguita
가다니,Yendo
시간들이,Tiempo
부족하고,Falta
하실지,voy a
반군의,Rebelde
사이오니스,Sionis
사진과,Departamento de fotos
gravy,salsa
결혼하셨어요,Estabas casado
유치원에,En la guardería
글래스고,Glasgow
dread,miedo
멜빵,bandolera
안나와,Anna
화면이,La pantalla es
아그네스의,Inés
시나리오는,Guión
같더군,Era lo mismo
소주동무,Suzhou
도일이,Doyle
레슨,lección
새도,Pájaro
할아버지께서,Abuelo
반대의,Opuesto
으이,Yi
결투를,Duelo
늑대들이,Lobos
gloating,Regordete
참선을,Meditación
날아가서,Voló
무지하게,Ignorantemente
hadn,Haden
상점에서,En la tienda
필라델피아,Filadelfia
방장,Jefe
나았어요,Era mejor
그림자처럼,Como la sombra
맥스가,Máximo
별로였어요,No era bueno
하잖나,lo hago
두려워할,Tener miedo
존재도,Existencia
이동을,Muevete
기다려줘,Espérame
방법이에요,Está lejos
찾겠지,lo encontraré
동정을,Compasión
프레스턴은,Prestón
두려울,Temeroso
독성을,Toxicidad
solid,sólido
있었을지도,Podría haber sido
숫자는,El numero es
승무원,Azafata
짓이란,Que es
상태고,Estado
형사님들,Detectives
보여드릴까요,Te gustaría mostrarte
사일런스,Silencio
rains,Lluvias
호흡기를,Respiratorio
cock,polla
많을수록,Lo más lo más
도와드리고,Ayuda
주려던,Ser - estar
싶겠어,Yo quiero
소식에,En las noticias
알아본,Observó
수업은,Clases
나가려고,Salir
해독제를,Agente antigotal
얘기군,Hablando
깨어나,Despierta
그대들의,Su
누이,hermana
지미한테,Palanqueta
돌아가거라,Regresa
칼날,cuchillo
입어라,Póntelo
블럭,bloquear
어긋나는,Desplazado
나였다면,Si fuera yo
아까워,Un desperdicio
경골,tibia
총과,Cañonazo
원했고,quise
주거든,Horticultura
농담하지,No es broma
비교할,Comparar
데려와라,Traer
폭발해,Explosión
하였다,Lo hice
접근을,Acceso
크리스틴과,Christine y
나타났지,Apareció
부하들에게,A los hombres
한순간도,Por un momento
추지,Sugerencia
contains,contiene
선장이,Capitán
조심성이,Precavido
박사에게,Al doctor
둘러봐도,Incluso si miras a su alrededor
뭐였는지,Qué era
level,Nivel
대중들이,El público
애로우,Flecha
넘어갔어,Superalo
의문의,Interrogatorio
형만,Cuñado
탄약이,Munición
되는디,Convertirse en
의식은,Conciencia
디나가,Dina
가선,alambrado
씩이나,yo
있었냐,¿Esta ahí?
알리기,Informante
cockroach,cucaracha
악몽이,Pesadilla
siren,sirena
갖다줘,Dame
말하기로,Dicho
과학이,Ciencias
cards,tarjetas
그러셨어,Asi que
interrupted,Interrumpido
